,City of London,Barking & Dagenham,Barnet,Bexley,Brent,Bromley,Camden,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith & Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington & Chelsea,Kingston upon Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond upon Thames,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth,Westminster,,Inner London,Outer London,,NORTH EAST,NORTH WEST,YORKS & THE HUMBER,EAST MIDLANDS,WEST MIDLANDS,EAST OF ENGLAND,LONDON,SOUTH EAST,SOUTH WEST,,England
,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033,,E13000001,E13000002,,E12000001,E12000002,E12000003,E12000004,E12000005,E12000006,E12000007,E12000008,E12000009,,E92000001
Sep-14,"753,704","210,412","450,728","258,619","414,028","369,784","803,461","290,460","423,808","308,965","311,769","481,366","773,678","465,220","374,181","270,886","318,437","347,664","620,725","1,344,464","427,663","462,535","332,222","446,961","276,292","312,776","615,843","456,360","308,556","391,887","340,698","570,703","953,216",,"518,513","346,341",,"120,251","138,050","137,813","155,263","160,011","226,243","403,670","263,171","213,432",,"203,639"
Oct-14,"763,369","213,903","451,041","258,267","410,328","372,018","780,638","294,574","416,777","312,717","313,948","483,110","763,041","470,302","379,166","273,962","320,560","346,246","616,689","1,334,423","425,277","463,981","331,337","449,145","278,469","316,407","610,019","458,334","313,166","401,870","342,013","566,964","955,882",,"518,899","347,870",,"118,619","137,383","138,639","154,170","159,925","227,303","402,300","263,518","212,152",,"203,311"
Nov-14,"762,735","216,631","448,523","260,539","412,969","374,420","769,852","291,730","413,242","313,472","311,783","466,708","746,424","464,235","386,887","274,137","321,914","345,727","601,115","1,365,050","427,596","457,791","331,716","434,193","279,108","321,365","609,362","457,006","313,785","399,720","341,818","554,008","974,047",,"514,369","347,994",,"118,778","136,864","138,291","154,009","159,782","226,352","400,803","262,969","210,799",,"202,704"
Dec-14,"773,768","218,285","450,577","261,988","419,643","372,899","761,594","290,220","412,835","315,083","312,911","470,619","735,096","459,313","391,894","277,155","323,862","341,770","605,026","1,319,380","429,222","447,526","335,389","431,896","279,219","326,699","605,032","447,423","310,125","404,511","341,382","554,231","975,871",,"512,011","348,665",,"118,798","136,688","139,199","153,904","160,267","227,176","402,898","264,217","211,576",,"203,346"
Jan-15,"783,667","220,070","461,383","261,751","422,944","372,856","769,724","288,819","412,383","316,066","317,461","469,391","732,364","455,942","390,705","277,717","330,607","335,140","616,322","1,313,357","426,903","441,235","340,347","424,475","278,132","325,048","593,230","447,194","307,545","407,228","338,714","553,841","976,649",,"512,581","348,673",,"117,156","136,041","136,169","153,669","158,683","228,276","402,847","264,848","212,878",,"202,856"
Feb-15,"760,550","222,919","471,363","261,296","420,874","370,458","769,171","290,155","412,002","316,690","317,091","480,168","735,010","452,703","390,585","279,585","335,058","329,890","636,242","1,287,616","421,760","438,618","343,255","429,907","279,870","327,256","591,960","444,794","310,645","409,419","337,205","560,272","979,436",,"514,883","349,499",,"118,525","137,141","136,993","154,210","160,388","229,383","404,773","264,568","210,050",,"203,424"
Mar-15,"767,207","222,417","473,233","261,084","423,954","369,932","756,915","292,750","411,636","319,393","315,069","477,175","743,179","448,991","387,555","280,771","338,726","335,900","630,006","1,306,557","424,484","443,179","340,786","434,994","282,742","326,567","593,410","445,190","311,025","405,580","335,743","561,251","966,294",,"514,288","350,559",,"117,578","135,261","137,740","154,728","159,293","229,497","404,706","265,090","212,109",,"203,360"
Apr-15,"729,148","222,176","472,033","261,865","429,921","370,450","749,621","295,859","418,826","321,756","313,539","494,045","751,604","454,499","393,544","280,778","339,858","339,849","641,172","1,291,645","430,152","445,243","341,075","437,947","287,539","330,582","605,763","446,846","314,051","409,026","339,615","561,530","945,095",,"516,626","353,110",,"121,598","137,256","138,435","155,680","161,813","231,912","410,445","268,550","214,541",,"205,936"
May-15,"762,815","221,826","466,125","264,488","440,209","377,118","745,684","297,565","422,372","324,721","319,770","506,157","763,257","461,902","396,812","283,068","342,641","347,485","644,322","1,306,192","428,175","459,887","343,797","444,390","291,590","328,815","603,859","457,926","314,507","422,346","342,505","556,144","922,584",,"522,777","355,717",,"120,610","139,668","141,654","157,709","162,631","235,052","415,817","271,147","215,498",,"208,265"
Jun-15,"776,509","227,558","473,322","267,393","435,951","382,266","770,154","299,876","430,234","328,530","328,022","515,433","770,977","468,982","401,895","284,547","345,462","349,265","651,604","1,293,028","429,603","467,797","349,762","445,612","293,256","336,843","607,109","466,242","316,576","429,689","350,958","556,660","928,566",,"529,292","359,886",,"122,584","139,138","141,872","158,960","164,404","236,143","419,474","275,224","217,582",,"209,874"
Jul-15,"779,097","235,702","470,262","275,330","438,513","384,313","793,213","306,206","439,529","335,381","338,279","519,469","772,832","473,659","406,672","291,467","348,922","354,912","646,180","1,328,276","434,523","484,640","357,304","464,605","297,453","342,833","614,134","475,937","323,505","426,684","355,647","568,399","958,776",,"538,073","366,101",,"122,669","141,510","144,733","161,180","166,016","241,817","431,644","279,875","220,044",,"213,518"
Aug-15,"760,243","241,735","478,796","280,371","443,363","389,249","819,744","313,112","445,829","344,109","341,028","525,032","780,423","488,665","418,115","294,484","357,137","358,655","646,005","1,316,116","449,426","499,510","360,026","469,370","301,504","351,663","632,845","482,319","327,396","419,834","366,329","584,059","935,638",,"543,936","373,092",,"123,621","142,463","145,313","163,208","167,862","244,547","436,152","283,369","223,210",,"215,756"
Sep-15,"767,464","243,479","484,487","286,281","449,823","393,831","833,334","320,175","453,923","350,230","341,716","523,696","779,596","508,006","424,056","299,875","364,789","365,749","657,610","1,353,679","450,685","508,248","368,741","480,330","308,543","355,375","643,019","485,699","334,099","421,779","371,423","589,802","971,985",,"552,796","378,841",,"123,304","142,769","144,635","162,174","167,590","247,282","439,729","284,374","224,435",,"216,350"
Oct-15,"781,358","243,539","492,110","286,190","461,860","401,827","828,316","323,263","462,653","353,797","343,040","522,113","766,034","514,514","428,842","304,681","373,030","364,875","656,970","1,268,780","450,729","499,211","370,544","480,044","313,025","363,224","654,907","487,629","335,502","426,901","380,366","593,325","963,914",,"551,523","383,465",,"121,512","142,082","144,325","163,771","167,550","248,467","440,484","286,452","224,226",,"216,676"
Nov-15,"741,727","246,955","499,850","288,718","455,425","404,754","816,648","326,504","474,405","355,746","346,944","520,052","762,769","521,418","428,610","310,577","376,566","366,734","652,896","1,295,078","449,013","487,265","370,217","489,855","317,550","368,279","644,455","485,993","338,619","440,717","385,214","592,968","1,013,362",,"553,908","386,808",,"123,032","142,829","145,036","164,460","168,871","251,803","445,485","288,509","226,490",,"218,500"
Dec-15,"713,253","253,145","501,293","295,744","468,584","411,124","796,767","330,486","475,935","359,625","360,228","528,858","771,960","518,352","435,864","314,588","380,185","368,802","638,445","1,264,909","460,578","484,535","374,745","490,898","319,493","369,059","640,645","488,642","341,717","444,125","386,441","594,044","1,013,417",,"553,855","391,612",,"123,597","142,866","145,531","165,081","169,286","252,915","450,053","291,298","226,855",,"219,582"
Jan-16,"736,788","258,758","512,166","307,550","469,516","413,460","808,531","332,811","470,507","364,189","365,319","546,502","770,697","519,383","437,028","317,749","384,181","375,818","638,496","1,335,351","465,254","491,178","384,975","487,335","325,990","371,307","643,448","495,497","343,907","458,754","391,911","596,494","1,024,447",,"563,206","395,627",,"121,096","143,139","144,594","164,946","169,747","255,235","457,466","293,678","226,547",,"220,361"
Feb-16,"765,644","262,861","509,863","315,289","482,555","416,897","827,590","337,821","471,280","367,809","365,734","556,675","773,193","512,198","444,319","323,930","390,840","376,991","628,362","1,294,603","468,323","501,992","396,968","482,794","329,609","377,717","653,025","498,895","351,088","460,405","404,347","593,983","989,059",,"565,405","400,431",,"121,085","143,009","145,064","164,383","168,691","255,450","457,759","295,613","227,523",,"220,627"
Mar-16,"794,754","266,209","513,342","314,140","473,554","418,642","854,686","342,038","473,105","372,205","360,461","566,461","765,505","510,397","447,038","331,305","393,897","382,232","646,021","1,319,174","470,972","512,536","399,893","495,205","336,144","388,151","662,897","513,356","354,131","469,410","411,148","602,144","971,279",,"573,538","403,845",,"122,837","141,447","143,824","165,175","169,300","259,686","464,647","300,201","233,607",,"222,663"
Apr-16,"805,320","266,744","517,408","311,889","485,099","422,301","838,254","348,190","477,227","378,215","366,843","535,303","778,280","511,922","451,488","333,585","394,462","383,043","640,534","1,303,324","478,030","514,092","400,772","503,813","337,626","388,739","647,205","514,789","360,226","456,740","410,743","604,127","966,369",,"570,187","406,940",,"122,481","146,681","148,145","167,913","172,955","259,733","461,068","297,712","227,636",,"223,784"
May-16,"845,579","268,081","533,676","314,431","488,299","425,210","807,401","352,808","469,890","382,086","376,366","515,687","774,019","524,868","451,186","337,018","397,012","392,697","645,784","1,282,708","488,828","510,867","404,005","514,101","343,814","389,069","654,692","517,878","363,181","450,421","403,536","613,096","1,007,474",,"571,469","410,966",,"124,696","147,753","148,712","168,771","174,741","264,377","467,485","301,202","231,318",,"226,370"
Jun-16,"907,965","269,318","539,830","320,636","493,629","432,272","770,905","358,488","477,207","384,297","380,772","500,430","778,276","530,878","449,362","339,384","401,761","388,955","632,660","1,246,352","495,559","509,850","404,974","513,336","351,368","388,322","654,186","503,827","369,743","439,720","405,638","609,995","1,017,286",,"566,684","414,608",,"126,898","148,176","150,349","170,091","176,729","267,333","468,120","305,125","233,700",,"228,430"
Jul-16,"911,827","274,243","535,272","325,381","494,641","439,331","753,956","363,898","478,453","387,870","379,564","515,654","759,729","541,366","454,260","347,875","407,913","395,611","648,907","1,229,599","497,134","522,676","410,646","511,128","355,960","394,381","677,067","505,216","373,699","443,471","413,813","614,052","1,025,448",,"571,652","419,288",,"127,710","150,341","151,334","171,782","176,943","270,678","475,530","309,069","235,665",,"230,868"
Aug-16,"848,269","279,484","532,358","326,878","489,421","443,018","769,512","369,722","483,847","394,132","379,424","525,755","749,875","531,544","461,109","350,706","407,473","398,008","657,819","1,206,813","491,205","529,867","409,738","509,855","359,410","399,449","670,081","508,908","376,311","449,287","415,579","609,803","986,768",,"571,709","421,382",,"126,116","150,174","151,486","172,649","178,960","271,151","471,957","309,981","236,832",,"231,176"
Sep-16,"780,527","283,654","534,921","329,408","499,182","438,327","786,866","369,069","477,486","401,714","378,395","537,761","730,646","541,346","461,614","356,744","405,838","388,796","647,014","1,226,681","482,733","530,361","411,194","505,887","362,358","403,092","666,263","518,430","375,152","463,714","416,108","612,944","967,520",,"575,680","421,397",,"124,781","150,038","150,519","173,272","178,837","273,097","471,767","307,429","237,148",,"230,848"
Oct-16,"792,664","286,210","533,793","330,194","504,665","430,090","805,146","368,082","477,266","400,662","374,524","546,368","720,857","537,787","465,172","355,900","406,859","384,391","634,621","1,217,676","484,221","521,630","406,336","504,287","359,280","401,347","639,088","521,833","374,923","465,362","420,220","617,956","961,901",,"574,414","419,810",,"124,213","148,332","150,358","172,479","177,065","272,589","471,008","307,992","235,617",,"229,944"
Nov-16,"818,663","285,853","526,422","331,943","502,654","427,363","830,455","363,662","475,630","398,233","371,158","557,602","723,130","535,334","459,735","356,721","407,782","379,542","637,573","1,295,310","486,864","517,641","403,531","489,175","360,642","398,304","639,469","515,504","371,407","467,871","430,893","615,152","999,384",,"577,948","417,765",,"124,910","149,723","151,219","173,872","179,248","273,382","470,854","307,867","237,150",,"231,053"
Dec-16,"811,786","285,622","522,223","331,025","490,418","429,187","832,126","363,571","485,390","394,465","374,293","548,758","736,963","535,097","464,037","350,730","411,479","391,460","647,853","1,357,231","490,878","512,058","398,752","486,293","353,282","402,169","637,708","509,843","369,869","460,400","433,857","615,144","1,029,585",,"577,117","418,403",,"126,333","149,560","152,583","174,665","179,668","275,945","472,374","309,185","236,288",,"231,922"
Jan-17,"820,305","282,441","532,924","330,066","472,373","436,538","856,070","363,241","489,364","391,874","376,668","561,445","755,421","551,095","457,832","352,069","410,397","399,157","639,571","1,394,421","487,327","509,710","401,025","483,395","355,298","408,457","655,125","504,332","365,567","458,312","435,682","603,455","1,040,211",,"579,471","419,564",,"122,055","149,371","148,916","172,959","178,494","275,049","475,619","312,895","238,829",,"231,593"
Feb-17,"820,665","280,698","540,501","328,824","475,608","436,075","824,403","367,221","489,687","386,270","380,159","551,580","764,387","567,200","465,420","354,492","414,500","400,437","622,393","1,412,255","491,493","507,254","403,609","495,772","359,315","405,705","654,376","503,545","366,941","470,186","430,742","607,906","1,073,991",,"582,285","421,117",,"124,088","150,960","150,721","175,110","179,530","277,280","476,717","310,033","239,143",,"232,696"
Mar-17,"853,943","278,213","549,401","328,858","484,944","435,582","813,907","368,767","485,942","383,142","378,680","535,380","751,021","558,971","466,479","357,491","413,466","410,459","621,583","1,380,049","485,291","509,025","411,087","495,230","364,544","402,920","661,515","514,568","371,234","462,762","437,021","622,345","1,060,969",,"582,411","422,510",,"121,858","149,615","149,660","174,956","179,542","275,435","475,442","310,447","238,248",,"231,760"
Apr-17,"906,146","280,567","543,699","329,046","488,416","435,137","799,226","369,562","482,245","389,128","383,770","513,916","773,941","545,404","476,522","354,342","411,933","410,358","638,977","1,399,839","490,757","509,498","406,509","512,213","365,240","397,410","663,701","516,808","376,231","465,198","429,417","630,713","1,109,054",,"584,782","423,456",,"124,897","152,217","153,248","177,942","181,411","279,497","479,790","313,583","240,489",,"235,021"
May-17,"939,912","286,018","544,994","333,651","490,062","440,152","815,494","368,801","486,263","396,608","384,705","504,455","755,143","548,124","474,678","351,822","409,104","404,889","659,548","1,388,174","490,578","518,127","407,047","514,738","365,854","406,697","671,201","525,316","377,365","448,448","432,327","629,146","1,098,770",,"584,443","425,571",,"127,074","153,126","154,547","178,966","183,199","282,054","480,902","315,314","242,531",,"236,727"
Jun-17,"930,979","289,569","531,344","336,980","492,335","443,763","843,239","373,122","483,875","401,483","395,263","533,173","755,917","559,882","473,769","354,892","410,610","395,163","665,437","1,341,276","498,756","524,987","405,194","520,540","362,237","402,585","674,209","526,415","379,352","452,345","425,961","620,501","1,088,417",,"586,942","426,715",,"128,096","155,061","155,802","180,204","185,214","283,381","480,152","318,364","245,039",,"238,595"
Jul-17,"854,798","291,727","527,928","344,041","491,003","445,258","865,076","377,038","489,318","403,278","404,447","547,196","751,824","568,448","466,812","363,884","415,980","394,568","667,847","1,304,186","495,344","532,804","414,254","509,666","363,805","409,097","674,638","529,381","380,601","449,170","435,802","624,170","1,058,953",,"589,999","429,518",,"127,983","156,761","156,514","183,172","187,219","287,743","488,527","321,088","248,904",,"241,406"
Aug-17,"847,422","290,965","526,223","344,517","498,192","444,117","864,580","378,273","488,418","403,222","407,505","572,398","781,175","568,649","467,853","367,635","414,570","402,393","673,655","1,257,578","493,796","531,315","417,811","517,399","361,141","411,116","682,854","535,685","382,729","445,665","437,935","633,826","1,035,583",,"592,845","431,207",,"129,738","158,252","158,077","182,763","189,271","287,534","487,085","323,089","250,432",,"242,628"
Sep-17,"836,674","292,519","537,986","339,808","490,673","443,953","864,603","378,859","489,068","404,393","408,407","575,544","758,911","567,473","470,769","369,568","419,452","397,360","670,683","1,270,090","497,972","530,268","423,063","520,322","369,229","421,401","674,672","531,669","382,200","453,992","444,191","626,582","1,040,700",,"593,486","432,669",,"127,527","157,751","157,934","183,816","188,232","288,342","483,833","322,596","249,369",,"242,041"
Oct-17,"818,477","293,390","544,090","335,705","489,039","443,294","834,802","375,688","482,447","398,915","399,907","574,425","750,648","558,083","479,341","367,189","418,375","397,339","657,949","1,278,113","498,162","523,673","417,796","534,091","368,084","422,354","669,034","523,452","381,501","468,857","442,340","614,717","1,034,779",,"588,513","431,629",,"128,590","157,301","156,897","184,044","188,849","288,473","481,762","322,066","250,981",,"242,003"
Nov-17,"790,159","293,796","541,563","336,239","485,285","445,251","846,354","375,640","479,332","397,553","395,636","561,529","741,539","544,696","475,681","366,434","415,390","394,683","644,362","1,344,311","492,822","516,202","416,508","525,729","361,402","419,148","651,931","493,680","381,410","470,788","440,513","604,817","1,039,759",,"581,921","429,386",,"127,126","157,804","157,088","183,974","188,640","287,143","476,290","320,212","249,345",,"241,086"
Dec-17,"778,002","292,915","538,718","340,598","494,515","445,504","844,416","374,441","469,146","395,284","385,851","557,025","742,878","549,660","474,005","365,934","409,263","404,048","639,371","1,364,185","485,525","509,180","408,684","517,135","349,429","416,712","650,160","485,749","377,963","465,625","441,468","596,879","1,096,072",,"578,215","427,693",,"130,118","158,863","158,435","184,942","190,466","289,022","476,848","320,733","249,309",,"242,378"
Jan-18,"802,129","291,548","531,832","342,096","493,882","446,737","859,593","372,312","473,631","395,038","386,739","551,719","724,501","548,502","473,778","363,914","404,925","402,928","652,264","1,463,378","489,984","514,176","407,246","500,413","343,800","421,816","639,200","492,039","376,097","447,751","446,779","593,915","1,116,111",,"578,599","426,583",,"124,169","155,596","155,888","184,574","187,845","288,947","479,772","320,978","252,533",,"241,061"
Feb-18,"783,266","292,777","531,736","341,254","493,621","445,944","875,078","371,040","476,731","397,704","387,993","553,682","711,087","558,120","474,510","365,634","407,208","401,662","646,991","1,378,878","492,696","513,042","405,431","495,289","347,618","424,246","636,391","515,235","371,697","444,211","447,479","595,071","1,117,408",,"580,096","426,693",,"126,444","157,519","155,694","187,235","190,682","288,286","477,860","321,375","250,793",,"241,989"
Mar-18,"740,799","291,723","538,120","339,632","482,967","441,430","853,396","366,045","483,878","397,593","387,587","533,507","728,771","549,346","472,443","365,567","406,259","393,946","651,933","1,392,610","494,430","510,284","406,499","494,905","352,992","423,790","639,450","518,699","376,096","446,384","441,672","592,506","1,060,664",,"577,904","425,584",,"124,038","155,625","156,466","184,845","190,077","286,499","472,357","319,876","250,615",,"240,428"
Apr-18,"732,351","291,184","541,502","338,476","485,434","440,859","866,438","368,281","481,101","396,942","383,039","529,850","710,090","555,449","465,391","369,070","408,618","387,621","637,412","1,325,081","493,941","516,207","409,634","494,428","360,618","412,072","649,078","517,934","375,827","455,910","430,972","594,836","1,003,535",,"577,545","424,520",,"128,330","157,768","157,431","187,276","191,375","287,656","477,253","321,353","250,254",,"242,396"
May-18,"796,399","290,239","533,088","336,410","480,836","437,880","837,928","370,541","473,140","398,208","386,676","540,775","712,342","550,406","462,891","370,667","411,591","390,499","651,023","1,301,729","501,516","518,958","414,544","501,888","363,096","413,991","656,497","504,447","379,977","464,488","430,305","592,915","980,480",,"577,204","424,992",,"128,840","158,823","159,541","188,826","191,299","288,222","478,485","321,825","251,132",,"243,445"
Jun-18,"789,278","294,236","524,702","341,480","492,743","436,971","850,613","373,886","476,828","396,700","388,829","552,611","712,979","547,413","465,051","371,658","415,960","399,965","655,134","1,306,556","511,260","525,075","417,444","516,197","366,703","415,016","651,404","500,787","381,296","454,415","435,316","600,150","968,778",,"579,055","427,835",,"128,049","160,314","160,484","189,259","193,886","289,469","479,931","324,665","252,603",,"244,962"
Jul-18,"809,697","294,953","523,397","345,693","505,028","440,996","837,712","374,361","478,376","397,849","389,348","553,833","736,864","555,991","464,941","373,762","416,300","404,184","677,798","1,334,876","510,219","512,374","413,641","532,752","368,343","424,170","662,605","501,446","385,780","448,966","444,867","599,239","966,625",,"579,120","431,482",,"131,245","162,345","162,020","191,231","196,297","293,936","484,724","327,091","256,893",,"247,981"
Aug-18,"784,144","295,908","533,715","347,531","519,754","444,573","827,363","372,035","485,596","395,213","387,225","544,979","738,219","555,531","464,558","373,002","414,743","396,290","667,866","1,418,032","505,055","503,646","409,974","530,837","365,932","423,775","667,088","506,250","387,410","440,829","445,652","605,836","982,356",,"578,411","432,352",,"130,376","163,092","164,088","192,610","182,447","294,035","479,550","328,061","258,465",,"248,620"
Sep-18,"800,875","296,424","534,951","346,151","510,930","449,293","817,464","371,793","485,266","394,729","392,511","537,611","730,652","560,578","461,838","373,028","410,924","388,292","660,512","1,388,037","495,582","496,034","409,821","524,612","366,285","426,557","677,357","498,888","382,056","441,546","447,630","602,060","1,023,157",,"576,272","431,722",,"130,223","163,068","162,180","194,049","183,861","292,574","476,545","327,054","258,839",,"248,248"
Oct-18,"802,869","299,648","537,284","344,681","493,489","447,534","808,321","370,363","481,233","397,498","395,920","545,516","738,746","547,444","464,762","372,731","408,510","392,468","634,943","1,348,121","492,324","505,330","417,893","520,123","361,585","428,131","658,005","494,358","381,961","435,775","441,611","599,208","1,025,837",,"574,186","430,291",,"130,709","163,846","161,759","191,625","183,987","292,886","479,775","324,284","256,883",,"247,676"
Nov-18,"764,207","302,606","535,060","344,172","479,104","445,563","807,225","368,735","482,905","394,432","388,355","543,467","728,693","545,112","458,449","371,659","407,232","400,685","636,823","1,363,458","491,683","512,389","416,998","518,470","357,045","430,708","649,166","499,136","377,480","438,834","438,951","588,550","1,030,332",,"573,249","428,278",,"128,885","163,173","161,419","192,969","184,621","293,282","474,551","323,125","256,804",,"246,896"
Dec-18,"811,694","301,114","533,810","343,667","476,356","443,140","867,795","364,189","481,922","397,674","385,911","548,135","733,360","544,836","462,278","372,295","410,922","401,033","625,190","1,345,805","486,401","510,922","410,421","517,613","354,253","426,823","645,745","501,604","375,474","438,896","439,079","595,504","965,023",,"572,468","427,128",,"128,859","162,823","162,267","191,781","185,061","290,886","473,454","321,265","256,812",,"246,518"
Jan-19,"865,636","297,181","528,639","338,708","479,106","440,624","867,808","365,096","483,336","395,616","385,703","527,573","722,045","545,524","453,365","367,019","413,405","397,052","635,328","1,285,331","482,032","501,861","402,343","512,341","358,029","420,810","655,056","500,164","374,145","434,143","435,182","587,609","959,408",,"566,764","424,913",,"125,448","161,409","160,341","191,237","195,498","288,659","470,067","322,226","254,632",,"244,641"
Feb-19,"894,520","293,839","523,679","339,186","478,494","439,716","864,014","364,406","476,648","397,254","391,921","532,412","716,796","544,945","454,375","364,615","413,658","390,471","627,072","1,259,858","475,365","495,661","398,589","520,035","363,433","411,355","656,018","489,117","374,348","427,634","436,449","579,893","917,868",,"560,574","423,834",,"124,533","162,066","159,284","190,990","197,368","289,832","466,068","320,095","255,243",,"244,427"
Mar-19,"853,451","294,065","516,531","336,680","475,430","435,996","808,860","367,440","467,017","393,926","385,655","554,701","716,606","536,737","445,148","359,738","409,663","393,245","628,268","1,218,617","474,572","497,632","401,465","505,347","366,830","405,219","646,356","489,971","371,934","429,001","429,355","572,645","956,111",,"559,929","419,770",,"124,666","160,670","160,771","190,586","195,058","286,802","464,162","317,129","253,051",,"242,982"
Apr-19,"738,797","295,498","512,343","339,330","486,253","431,643","820,812","363,627","461,458","393,880","381,586","570,456","713,758","529,601","446,825","358,877","404,953","394,788","620,328","1,264,889","474,631","499,236","400,734","501,459","366,957","402,053","639,470","486,308","368,212","433,632","432,174","578,173","993,115",,"562,948","418,112",,"128,969","162,264","161,862","191,550","195,523","288,011","469,494","319,063","253,155",,"244,728"
May-19,"719,218","295,092","503,911","336,981","481,803","428,093","838,679","364,097","465,752","388,591","380,293","560,534","716,331","541,877","443,288","361,269","401,053","396,767","626,492","1,233,812","472,574","495,445","403,910","487,641","368,550","401,902","636,737","497,044","369,566","428,670","424,655","579,368","1,021,533",,"565,483","415,872",,"128,889","164,139","162,272","192,073","197,211","288,859","463,834","318,757","252,789",,"245,142"
Jun-19,"761,526","293,889","512,694","339,324","474,821","430,002","871,957","363,420","474,844","390,708","388,252","546,344","713,137","540,626","447,719","365,336","395,982","399,687","625,315","1,291,763","484,676","503,721","405,009","498,683","359,953","408,514","652,859","494,784","371,680","428,705","421,958","574,833","995,108",,"565,090","419,287",,"129,488","163,927","163,781","192,144","196,666","288,717","470,878","321,041","252,946",,"246,014"
Jul-19,"756,407","297,426","514,668","338,346","473,849","434,257","890,288","365,875","475,592","388,053","397,828","555,779","725,253","550,393","446,095","367,679","398,547","397,246","629,281","1,275,437","502,895","510,045","410,983","504,702","359,106","414,968","657,619","499,663","373,534","431,290","418,743","585,174","948,507",,"569,219","421,920",,"129,756","166,137","165,119","193,549","197,938","291,700","478,858","322,863","258,449",,"248,652"
Aug-19,"813,770","299,421","528,577","337,523","488,784","442,189","863,171","364,540","474,627","393,033","396,858","567,269","729,659","544,194","450,373","367,502","397,385","401,911","643,335","1,248,525","508,405","519,956","416,885","517,489","361,920","421,319","657,974","496,718","368,908","441,364","427,416","592,251","905,951",,"571,439","425,263",,"131,515","167,490","165,441","195,268","200,858","290,623","472,872","323,122","258,241",,"249,294"
Sep-19,"810,455","304,778","526,670","333,340","501,533","441,058","838,170","365,226","473,162","386,806","403,730","573,270","735,538","553,640","453,155","366,447","403,945","406,930","655,061","1,230,181","504,867","520,403","420,341","515,391","368,687","414,268","648,147","507,466","372,899","447,629","432,270","605,559","922,687",,"577,554","425,804",,"131,952","166,796","165,407","194,808","200,969","291,944","477,779","324,357","258,751",,"249,771"
Oct-19,"826,227","304,579","525,678","332,920","494,770","439,178","804,713","364,413","477,369","392,721","401,559","566,979","719,932","554,123","453,783","367,102","403,300","413,132","645,212","1,190,437","488,211","515,947","421,258","509,006","369,972","411,874","643,769","513,615","369,917","452,040","434,921","600,642","927,735",,"574,464","424,942",,"129,462","166,640","166,494","194,674","200,116","291,196","474,156","323,278","258,880",,"249,152"
Nov-19,"772,325","304,515","530,343","333,170","435,981","436,680","833,740","368,137","472,583","392,573","406,345","555,036","704,862","554,981","450,924","365,246","407,117","409,668","627,326","1,171,530","490,723","516,851","413,106","497,753","363,378","411,038","648,044","509,103","375,329","450,984","437,274","601,393","950,463",,"571,212","423,414",,"129,493","166,081","164,876","194,873","200,095","288,880","468,757","322,200","256,540",,"247,867"
Dec-19,"757,730","299,771","522,552","338,347","425,958","438,397","814,591","371,863","469,057","398,928","399,621","548,846","714,044","556,925","447,113","364,995","404,319","411,968","640,979","1,226,693","488,979","521,028","413,585","495,925","361,100","420,295","651,269","508,492","373,450","454,358","439,623","604,416","973,498",,"573,954","423,298",,"129,330","165,245","165,693","194,418","198,324","290,605","479,472","321,291","256,348",,"248,141"
Jan-20,"773,786","303,055","521,434","336,780","428,085","434,197","828,578","372,872","467,419","389,480","397,511","555,696","722,291","553,229","447,344","360,851","405,030","411,488","665,893","1,250,473","489,422","522,587","409,805","498,940","365,689","419,704","658,761","502,601","371,433","462,762","443,973","605,210","1,008,880",,"578,794","422,527",,"127,389","164,631","164,675","195,241","201,095","288,703","475,918","321,888","257,570",,"247,970"
Feb-20,"800,016","302,697","516,660","339,026","468,311","433,716","819,659","372,862","467,258","389,691","397,389","570,774","737,298","540,883","450,393","363,718","404,051","411,303","668,883","1,319,106","487,189","517,146","413,010","502,402","371,572","416,970","654,405","496,049","372,777","474,711","436,716","610,322","1,013,861",,"582,822","423,711",,"126,846","164,784","164,394","193,380","199,044","289,046","474,998","318,615","256,769",,"246,884"
Mar-20,"836,241","301,413","522,115","339,182","466,250","432,310","854,443","371,007","480,330","392,339","394,446","578,130","717,721","543,929","450,484","365,418","409,234","409,444","651,932","1,344,120","486,392","514,006","412,505","513,961","366,990","420,539","654,949","496,620","375,195","480,145","436,487","609,325","1,006,660",,"583,041","425,232",,"128,335","166,676","165,486","196,012","199,894","288,815","482,523","323,681","259,746",,"249,403"
Apr-20,"920,444","293,603","526,689","341,553","470,601","433,426","862,077","370,032","480,314","395,240","395,917","579,285","698,951","544,722","451,482","369,485","403,517","401,334","642,190","1,366,508","486,367","503,116","412,995","511,327","360,609","419,057","665,144","500,245","376,824","470,444","440,821","612,598","1,026,785",,"581,017","425,810",,"123,259","163,863","160,235","196,252","195,119","290,855","475,226","324,559","256,591",,"246,476"
